source_id,subject,deck,deck_number,slide_number,category,title,text,source_pdf
HDT-15-S02,Hadith,Hadith-15,15,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Hurairah RA",Hadith 15.pdf
HDT-15-S03,Hadith,Hadith-15,15,3,hadith_text,Hadith 12,"Hadith 12
‫ُك‬ ‫اَل‬ ‫ال‬
‫ْو َّس َم َبْيَن ْم‬‫ا‬ ‫ُش‬ ‫ْف‬ ‫َا‬
“Spread Salaam amongst
yourselves.”",Hadith 15.pdf
HDT-15-S04,Hadith,Hadith-15,15,4,note,Why is saying salaam important,"Why is saying salaam important
Cultivating brotherhood/sisterhood
It is a dua you make for the person you meet
Giving Salaams to everyone is a way to remove pride from
ones heart",Hadith 15.pdf
HDT-15-S05,Hadith,Hadith-15,15,5,note,What are some points of reflection regarding this,"What are some points of reflection regarding this
incident?",Hadith 15.pdf
HDT-15-S06,Hadith,Hadith-15,15,6,narrator,Narrator of this hadith,"Narrator of this hadith
Jariyah bin Qudamah As Sa’di
He was well known to be of
assistance to Ali RA",Hadith 15.pdf
HDT-15-S07,Hadith,Hadith-15,15,7,hadith_text,Hadith 13,"Hadith 13
‫ْب‬ ‫َض‬ ‫َتْغ‬ ‫اَل‬
“Do not be angry.”",Hadith 15.pdf
HDT-15-S08,Hadith,Hadith-15,15,8,note,The dangers of anger,"The dangers of anger
It can lead a person to say or do something they will regret
It can lead you to making a decision which is oppressive
The remedy
Saying istiaadha
Changing your position
Make Wudhu",Hadith 15.pdf
HDT-15-S09,Hadith,Hadith-15,15,9,assignment,Assignment,"Assignment
Memorize both Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of both Hadith",Hadith 15.pdf
HDT-16-S01,Hadith,Hadith-16,16,1,hadith_text,HADITH 16,"HADITH 16
‫﮵‬
‫ﺣﺪ ث‬",Hadith 16.pdf
HDT-16-S02,Hadith,Hadith-16,16,2,narrator,Narrator of this hadith,"Narrator of this hadith
Aishah RA",Hadith 16.pdf
HDT-16-S03,Hadith,Hadith-16,16,3,hadith_text,Hadith 14,"Hadith 14
‫ْف‬ ‫ال‬ ‫ِح‬ ‫ِف‬ ‫َّل‬‫ل‬
‫َّن َه َر ْيٌق ُي ُّب ِّر َق‬‫ا‬ ‫ِا‬
“Allah is gentle and loves the
quality of gentleness.”",Hadith 16.pdf
HDT-16-S04,Hadith,Hadith-16,16,4,note,Being gentle in every aspect of life,"Being gentle in every aspect of life
Gentleness is a trait that needs to be consciously applied
This quality is not only restricted to human beings but
should be applied in everything
The one who is deprived of rifq is deprived of all good",Hadith 16.pdf
HDT-16-S05,Hadith,Hadith-16,16,5,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Hurairah RA",Hadith 16.pdf
HDT-16-S06,Hadith,Hadith-16,16,6,hadith_text,Hadith 15,"Hadith 15
‫َا لَّس ِع ُد َم ُو ِع َظ ِبَغ ِر ِه‬
‫ْي‬ ‫ْي ْن‬
“The fortunate one is the one who
takes advice from others.”",Hadith 16.pdf
HDT-16-S07,Hadith,Hadith-16,16,7,note,Learning from the experiences of others,"Learning from the experiences of others
We can learn from the experiences/life lessons of others
We may not be able to bear the same trials others go
through
If a persons heeds the advice he/she is given, they may be
able to avoid an outcome they may not have expected",Hadith 16.pdf
HDT-16-S08,Hadith,Hadith-16,16,8,assignment,Assignment,"Assignment
Memorize both Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of both Hadith",Hadith 16.pdf
HDT-17-S01,Hadith,Hadith-17,17,1,hadith_text,HADITH 17,"HADITH 17
‫﮵‬
‫ﺣﺪ ث‬",Hadith 17.pdf
HDT-17-S02,Hadith,Hadith-17,17,2,narrator,Narrator of this hadith,"Narrator of this hadith
Nu’maan bin Bashir RA",Hadith 17.pdf
HDT-17-S03,Hadith,Hadith-17,17,3,hadith_text,Hadith 16,"Hadith 16
‫ا‬ ‫ِع‬
‫َا لُّد َع اُء ُه َو َا ْل َب َد ُة‬
“Dua is worship.”",Hadith 17.pdf
HDT-17-S04,Hadith,Hadith-17,17,4,note,What happens when a person makes dua?,"What happens when a person makes dua?
Not every dua is accepted
There are 3 outcomes when a person makes dua
The dua must be made sincerely
Your dua should not involve sin
Do not be hasty when making dua",Hadith 17.pdf
HDT-17-S05,Hadith,Hadith-17,17,5,note,Method of making Dua,"Method of making Dua
Cup your hands
Place them near your chest
Begin your dua with Salawaat
Begin your dua with praises of Allah
Before you make dua for yourself, make dua for your
parents and others
End your dua by sending salutations on rasulullah saw
Wipe over your face",Hadith 17.pdf
HDT-17-S06,Hadith,Hadith-17,17,6,assignment,Assignment,"Assignment
Memorize this Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Hadith",Hadith 17.pdf
HDT-18-S01,Hadith,Hadith-18,18,1,hadith_text,HADITH 18,"HADITH 18
‫﮵‬
‫ﺣﺪ ث‬",Hadith 18.pdf
HDT-18-S02,Hadith,Hadith-18,18,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abdullah bin ‘Amr",Hadith 18.pdf
HDT-18-S03,Hadith,Hadith-18,18,3,hadith_text,Hadith 17,"Hadith 17
‫ﻌ‬ َ َ
‫َ ﮴ ﮲ّ َ ُه‬‫و‬ ،‫ﺎ‬ َ ‫﮲‬ ‫ﺎ‬ َ ‫﮲‬ ‫ﻛ‬
َ ‫ق‬ َ ‫ز‬
ِ ‫ر‬ ‫و‬َ ‫ﻢ‬
ُ َ ْ ْ‫﮲‬‫ﻠ‬َ ‫ﺳ‬ ‫ا‬ َ ‫ﮟ‬‫ﻣ‬َ ‫ﺢ‬
َ ‫ﻠ‬
َ ْ ‫﮲‬ ‫ا‬َ ‫ﺪ‬ْ َ ‫﮴‬
‫ا‬ ‫ٓا‬ ‫ا‬
‫ُه َم َت ُه‬ ‫ِب‬ ‫ّٰل‬‫ل‬ ‫َا‬
“Indeed that person is successful, who accepts Islam and
is provided sufficient sustenance, and whom Allah makes
content with what He has given him.”",Hadith 18.pdf
HDT-18-S04,Hadith,Hadith-18,18,4,note,What is Rizq (Sustenance)?,"What is Rizq (Sustenance)?
The meaning of Rizq is not only confined to sustenance
Rizq can reach a person in many ways; wealth, health,
blessings etc.
Although a persons Rizq has been written, how you
achieve it determines on the method you choose.
A persons Rizq has been determined but he/she still needs
to strive in achieving it",Hadith 18.pdf
HDT-18-S05,Hadith,Hadith-18,18,5,note,‫‪Achieving Rizq‬‬,"‫‪Achieving Rizq‬‬
‫اﻟﺴ ْ﮵ َﻄﺎن ﮵َ ِﻌ ُﺪ ُﻛ ُﻢ ا ْﻟ َ﮲ ﮴ْ َﺮ َو ﮵َ ْٔ ُﻣ ُﺮ ُﻛﻢ ِ﮳ﺎ ْﻟ َ﮲ ْﺤ ﮶َﺴ ِﺎء ۖ َواﻟ َّﻠ ُﻪ ﮵َ ِﻌ ُﺪ ُﻛﻢ‬ ‫َ‬ ‫ّ‬ ‫﮶‬
‫ُ‬
‫َّﻣ ْ﮲ﻌ ﮲ ِ َﺮ ًة ّ ِﻣ ْ﮲ ُﻪ َو َ﮲ ْ﮲ﺼ ًﻼ ۗ َواﻟ َّﻠ ُﻪ َو ِاﺳ ٌﻊ َﻋ ِﻠ ﮵ ٌﻢ‬
‫)‪(Surah Al-Baqarah, 2:268‬‬",Hadith 18.pdf
HDT-18-S06,Hadith,Hadith-18,18,6,note,‫‪Achieving Rizq‬‬,"‫‪Achieving Rizq‬‬
‫﮵‬ ‫ِ‬ ‫ِ‬ ‫ِ‬
‫َﻟ ْﻮ َأ َّ﮲ ُﻜ ْﻢ ُﻛ ْ﮲ ُ﮴ ْﻢ ﮴َ َﻮ َّ ُﳇﻮن َﻋ َﻠﻰ اﻟ ّﻠَ ﻪ َﺣ َّﻖ ﮴َ َﻮ ُّﳇﻪ َﻟ ُﺮ ِز ﮴ْ ُ﮴ ْﻢ َﻛ َﻤﺎ ُ ْﺮ َز ُق‬
‫َ‬
‫وح ِ﮳ َﻄﺎ ً﮲ﺎ‬‫ﺮ‬ ‫و‬ ‫ﺎ‬‫ﺎﺻ‬‫ﻤ‬ ‫ﺣ‬‫ِ‬ ‫و‬ ‫ﺪ‬ ‫ﻌ‬ ‫ﺮ‬ ‫﮵‬ ‫اﻟﻄ‬
‫َّ ْ ُ ﮴َ ْ ﮲ ُ ﮲ َ ً َ ﮴َ ُ ُ‬",Hadith 18.pdf
HDT-18-S07,Hadith,Hadith-18,18,7,note,‫‪Achieving Rizq‬‬,"‫‪Achieving Rizq‬‬
‫ٱﻟﺴ َﻤ ٓ َء َﻋ َﻠ ْ﮵ ُﻜﻢ‬
‫َّ‬ ‫ﻞ‬ ‫ِ‬ ‫ﺳ‬ ‫ِ‬ ‫ﺮ‬ ‫﮵‬ ‫ا‪.‬‬‫ﺎر‬ ‫َ‬ ‫ّ‬ ‫ﻋ‬
‫﮲‬ ‫َ‬ ‫ن‬ ‫َ‬ ‫ۥ‬‫ﻪ‬‫َ‬ ‫ّ‬ ‫ٕ‬
‫ا‬ ‫ِ‬ ‫ﻢ‬
‫﮴ ُ ْ ﮴َ ﮲ ﮲ ُ َ ّ ْ ﮲ ُ َ ﮲ ً ُ ْ‬‫ﻜ‬‫ُ‬ ‫َ‬ ‫﮳‬ ‫ر‬ ‫ا‬‫۟‬ ‫و‬‫ﺮ‬ ‫ِ‬ ‫ﻌ‬
‫ْ‬ ‫ٱﺳ‬ ‫ﺖ‬ ‫ﻠ‬
‫ْ‬ ‫ُ‬ ‫﮲‬ ‫َ‬
‫ّ ِﻣ ْﺪ َر ًارا‪َ .‬و ﮵ُ ْﻤ ِﺪ ْد ُﻛﻢ ِ﮳ َٔ ْﻣ َٰﻮ ٍل َو ﮳َ ﮲ِ ﮵ﮟ َو ﮵َ ْ﮳ﺤ َﻌﻞ َّﻟ ُﻜ ْﻢ ﮳َﺣ َّ﮲ـ ٍٰﺖ َو ﮵َ ْ﮳ﺤ َﻌﻞ‬
‫َ﮲‬
‫َّﻟ ُﻜ ْﻢ َأ ْ﮲ َﻬـ ًٰﺮا‬
‫)‪(Surah Nuh, 71:10–12‬‬",Hadith 18.pdf
HDT-18-S08,Hadith,Hadith-18,18,8,assignment,Assignment,"Assignment
Memorize this Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Hadith",Hadith 18.pdf
HDT-19-S01,Hadith,Hadith-19,19,1,hadith_text,HADITH 19,"HADITH 19
‫﮵‬
‫ﺣﺪ ث‬",Hadith 19 .pdf
HDT-19-S02,Hadith,Hadith-19,19,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abdullah bin Abbas RA",Hadith 19 .pdf
HDT-19-S03,Hadith,Hadith-19,19,3,hadith_text,Hadith 18,"Hadith 18
، ‫الَّناَس‬ ‫ِم‬ ‫ِنْع َم َتاِن َم ْغ ْو ِف ِه َم ا َك ِث‬
‫ْيٌر َن‬ ‫ُب ٌن ْي‬
ِّ
‫اﻟﺼ َﺤ ُﺔ و ا ْﻟ ﮲َ َﺮ ِغا‬
“Many are decieved regarding two favors; good health and
free time.”",Hadith 19 .pdf
HDT-19-S04,Hadith,Hadith-19,19,4,note,The race against time and health,"The race against time and health
A race with an unknown finish line
Imagine time being the track you are running on and
health being your ability to run
A strong and healthy body without iman is wasted. A sick
and deprived body with iman struggles.",Hadith 19 .pdf
HDT-19-S05,Hadith,Hadith-19,19,5,note,The trade off,"The trade off
Your life is being exchanged for time
And with time, your health is deteriorating
How to become successful in this trade
Understand the value of what you are exchaning",Hadith 19 .pdf
HDT-19-S06,Hadith,Hadith-19,19,6,note,‫َوٱ ۡﻟ َﻌ ۡﺼ ِﺮ﴿ ‪ِٕ ﴾ ١‬ا َن ۡ ِٕٱﻻ ﮲ َﺴـٰﮟ َﻟ ﮲ ِ ﻰ ُ﮲ﺣ ۡﺴ ٍﺮ﴿ ‪ِٕ ﴾ ٢‬ا َّﻻ ٱ ّﻟَ ِﺬ ﮵ﮟ‬,"‫َوٱ ۡﻟ َﻌ ۡﺼ ِﺮ﴿ ‪ِٕ ﴾ ١‬ا َن ۡ ِٕٱﻻ ﮲ َﺴـٰﮟ َﻟ ﮲ ِ ﻰ ُ﮲ﺣ ۡﺴ ٍﺮ﴿ ‪ِٕ ﴾ ٢‬ا َّﻻ ٱ ّﻟَ ِﺬ ﮵ﮟ‬
‫َ﮲‬ ‫َ﮲‬ ‫ّ‬
‫ٱﻟﺼـٰ ِﻠ َﺤـ ِٰﺖ َو ﮴َ َﻮ َاﺻ ۡﻮ ۟ا ِ﮳ ۡﻟ َﺤ ّ ِﻖ َو ﮴َ َﻮ َاﺻ ۡﻮ ۟ا‬ ‫ِ‬
‫َء َاﻣ ُ﮲ﻮ ۟ا َو َﻋ ُ ۟ َّ‬
‫ا‬‫ﻮ‬‫ﻠ‬‫ﻤ‬
‫ِ﮳ َّﻟﺼ ۡ﮳ ِﺮ﴿ ‪﴾ ٣‬‬
‫)‪(Suratul Asr‬‬",Hadith 19 .pdf
HDT-19-S07,Hadith,Hadith-19,19,7,note,‫ﻒ ُ﮶ َّﻢ ﮳َﺣ َﻌ َﻞ ِﻣﮟ ﮳َ ۡﻌ ِﺪ‬ ‫۞ ٱﻟ َّﻠ ُﻪ ٱ َّﻟ ِﺬی َ﮲ﺣ َﻠ ﮴َ ُﻜﻢ ِﻣﮟ ُ﮲ﺻﻌ ࣲ‬,"‫ﻒ ُ﮶ َّﻢ ﮳َﺣ َﻌ َﻞ ِﻣﮟ ﮳َ ۡﻌ ِﺪ‬ ‫۞ ٱﻟ َّﻠ ُﻪ ٱ َّﻟ ِﺬی َ﮲ﺣ َﻠ ﮴َ ُﻜﻢ ِﻣﮟ ُ﮲ﺻﻌ ࣲ‬
‫ۡ‬ ‫ّ‬
‫ۢ﮲‬ ‫﮲‬
‫ﻒ ُ﮴ َّﻮ ࣰة ُ﮶ َّﻢ ﮳َﺣ َﻌ َﻞ ِﻣﮟ ﮳َ ۡﻌ ِﺪ ُ﮴ َّﻮ ࣲة ُ﮲ﺻ ۡﻌ ﮲ࣰ ﺎ َو ﮶َﺳ ۡ﮵ َ﮳ ࣰﺔۚ‬ ‫ُ﮲ﺻﻌ ࣲ‬
‫ۡ‬
‫ۢ﮲‬
‫﮵َ ۡ﮲ﺤ ُﻠ ُﻖ َﻣﺎ ﮵َ ﮶َﺴ ۤﺎ ُۚء َو ُﻫ َﻮ ٱ ۡﻟ َﻌ ِﻠ ﮵ ُﻢ ٱ ۡﻟ ﮴َ ِﺪ ﮵ ُﺮ﴿ ‪﴾ ٥٤‬‬
‫‪Ar-Rūm, Ayah 54‬‬",Hadith 19 .pdf
HDT-19-S08,Hadith,Hadith-19,19,8,note,‫﮵‬ ‫ِ‬ ‫ٍ‬ ‫ٕ‬ ‫﮵‬ ‫َ‬,"‫﮵‬ ‫ِ‬ ‫ٍ‬ ‫ٕ‬ ‫﮵‬ ‫َ‬
‫۞ ُ﮶ َّﻢ َﻟ ُ﮴ ۡﺴـٔ ُﻠ َﮟ َ ۡﻮ َﻣﯩِﺬ َﻋ ِﮟ ٱﻟ َّ﮲ﻌ ِﻢ﴿ ‪﴾ ٨‬‬
‫﮲‬ ‫ّ﮲‬
‫‪At-Takāthur, Ayah 8‬‬",Hadith 19 .pdf
HDT-19-S09,Hadith,Hadith-19,19,9,assignment,Assignment,"Assignment
Memorize this Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Hadith",Hadith 19 .pdf
HDT-20-S01,Hadith,Hadith-20,20,1,hadith_text,HADITH 20,"HADITH 20
‫﮵‬
‫ﺣﺪ ث‬",Hadith 20 .pdf
HDT-20-S02,Hadith,Hadith-20,20,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abdullah bin Amr RA",Hadith 20 .pdf
HDT-20-S03,Hadith,Hadith-20,20,3,hadith_text,Hadith 19,"Hadith 19
‫ِرَض ى الَّر ِّب ِف ِرَض ى ال اِلِد َو َخ ُط الَّر ِّب ِف‬
‫ْي‬ ‫َس‬ ‫َو‬ ‫ْي‬
‫ﺳ َ﮲ﺤ ِﻂ ا ْﻟﻮاﻟِِد‬
َ َ
“The happiness of Allah lies in the happiness of the
parents and the displeasure of Allah lies in the displeasure
of the parents.”",Hadith 20 .pdf
HDT-20-S04,Hadith,Hadith-20,20,4,note,The rights of parents,"The rights of parents
Immediately after the worship of Allah, dealing with your
parents with ihsaan (excellence) is mentioned.
What does ihsaan mean? And what is the definition in this
context?",Hadith 20 .pdf
HDT-20-S05,Hadith,Hadith-20,20,5,note,‫۞ َو ﮴َ َ﮲ﺼﻰ َر ﮳ُّ َﻚ أ ََّﻻ ﮴َ ۡﻌ ُ﮳ ُﺪ ۤو ۟ا ِٕا َّ ۤﻻ ِٕا ﮵َّ ُﺎه َو ِ﮳ ۡﻟ َﻮ ٰ ِﻟ َﺪ ﮵ۡ ِﮟ‬,"‫۞ َو ﮴َ َ﮲ﺼﻰ َر ﮳ُّ َﻚ أ ََّﻻ ﮴َ ۡﻌ ُ﮳ ُﺪ ۤو ۟ا ِٕا َّ ۤﻻ ِٕا ﮵َّ ُﺎه َو ِ﮳ ۡﻟ َﻮ ٰ ِﻟ َﺪ ﮵ۡ ِﮟ‬
‫﮲‬ ‫ٰ‬
‫ِٕا ۡﺣ َﺴـٰ ً﮲ ۚﺎ ِٕا َّﻣﺎ ﮵َ ۡ﮳ ُﻠ َ﮲ﻌ َﮟ ِﻋ ﮲ َﺪ َك ٱ ۡﻟ ِﻜ َ﮳ َﺮ أ ََﺣ ُﺪ ُﻫ َﻤ ۤﺎ أ َۡو ِ َ ُﻫ َﻤﺎ‬
‫ّ﮲‬
‫ُف َو َﻻ ﮴َ ۡ﮲ َﻬ ۡﺮ ُﻫ َﻤﺎ َو ُ﮴ ﻞ َّﻟ ُﻬ َﻤﺎ ﮴َ ۡﻮ ࣰﻻ‬ ‫َ﮲ َﻼ َ ُ﮴ ﻞ َّﻟﻬﻤ ۤﺎ أ ّ ࣲ‬
‫ُ َ‬ ‫﮴‬
‫َﻛ ِﺮ ﮵ ࣰﻤﺎ﴿ ‪﴾ ٢٣‬‬
‫‪Al-Isrāʾ, Ayah 23‬‬",Hadith 20 .pdf
HDT-20-S06,Hadith,Hadith-20,20,6,note,‫ٱﻟﺮ ۡﺣ َﻤ ِﺔ َو ُ﮴ ﻞ َّر ّبِ‬ ‫ﮟ‬,"‫ٱﻟﺮ ۡﺣ َﻤ ِﺔ َو ُ﮴ ﻞ َّر ّبِ‬ ‫ﮟ‬
‫َ ﮲ َّ‬
‫ٱﺣ ﮲ ِ ۡﺾ َﻟﻬﻤﺎ ﮳ﺣ ﺎح ٱﻟﺬُّ ّ ِل ِ‬
‫ﻣ‬ ‫ُ َ َ َ﮲ َ‬ ‫ۡ‬
‫َ ﮲‬‫و‬
‫ۡٱر َﺣ ۡﻤ ُﻬ َﻤﺎ َﻛ َﻤﺎ َر ﮳َّ َ﮵ﺎ ِ﮲ﻰ َﺻ ﮲ِﻌ ﮵ ࣰﺮا﴿ ‪﴾ ٢٤‬‬
‫‪Al-Isrāʾ, Ayah 24‬‬",Hadith 20 .pdf
HDT-20-S07,Hadith,Hadith-20,20,7,assignment,Assignment,"Assignment
Memorize this Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Hadith",Hadith 20 .pdf
HDT-21-S01,Hadith,Hadith-21,21,1,hadith_text,HADITH 21,"HADITH 21
‫﮵‬
‫ﺣﺪ ث‬",Hadith 21.pdf
HDT-21-S02,Hadith,Hadith-21,21,2,narrator,Narrator of this hadith,"Narrator of this hadith
Sahl Ibn Handhaliyyah RA",Hadith 21.pdf
HDT-21-S03,Hadith,Hadith-21,21,3,hadith_text,Hadith 20,"Hadith 20
‫ِا َّ ُ ﻮ اﻟﻠّٰ ﻪ ﮲ ِ ﮵ﻰ ﻫ ِﺬ ِه ا ْﻟ ﮳ﻬﺎ ِ ِﻢ ا ْﻟﻤﻌ ﮳ﺤﻤِة‬
َ َ ْ ُ ٔ ََ َ ْ َ ْ ‫﮴﮴‬
“Fear Allah in regard to these animals that cannot speak.”",Hadith 21.pdf
HDT-21-S04,Hadith,Hadith-21,21,4,note,Treating animals with ihsaan,"Treating animals with ihsaan
A person must be conscious of Allah in all aspects of life.
Allah SWT has made animals subservient to human beings.
That does not give us the license to be abusive.
The prophet SAW rendered many warnings against those
who show cruelty against animals. Even in acts such as
slaughter, we are to show up most care and efficiency.",Hadith 21.pdf
HDT-21-S05,Hadith,Hadith-21,21,5,note,Treating animals with ihsaan (continued),"Treating animals with ihsaan (continued)
The sunnah method of slaughter
2 incidents narrated by the prophet SAW in regards to the
good treatment and mistreatment of animals.",Hadith 21.pdf
HDT-21-S06,Hadith,Hadith-21,21,6,assignment,Assignment,"Assignment
Memorize this Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Hadith",Hadith 21.pdf
HDT-22-S01,Hadith,Hadith-22,22,1,hadith_text,HADITH 22,"HADITH 22
‫﮵‬
‫ﺣﺪ ث‬",Hadith 22.pdf
HDT-22-S02,Hadith,Hadith-22,22,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Hurairah RA",Hadith 22.pdf
HDT-22-S03,Hadith,Hadith-22,22,3,hadith_text,Hadith 21,"Hadith 21
‫﮵‬ ِ ِ ‫﮳‬ ‫﮵‬
‫َا ْﻟ َﺤ َ ُﺎء ُ﮶ﺳ ْﻌ َ ٌﺔ ﻣﮟ ْاﻻ ْ َﻤﺎِن‬
َ‫﮲‬
“Modesty is a branch of faith.”",Hadith 22.pdf
HDT-22-S04,Hadith,Hadith-22,22,4,narrator,Narrator of this hadith,"Narrator of this hadith
Abdullah bin Mas’ood RA",Hadith 22.pdf
HDT-22-S05,Hadith,Hadith-22,22,5,hadith_text,Hadith 22,"Hadith 22
‫ﺣ‬ ‫أ‬َ ‫ﮟ‬ ‫ﻣ‬ ‫ﻊ‬‫ﻣ‬ ‫ء‬ ‫ﺮ‬ ‫ﻤ‬
‫َ ْ ُ َ َ َ ْ﮲ َ َّب‬ ‫ﻟ‬
ْ ‫ا‬َ
“A person will be with whom he loves.”",Hadith 22.pdf
HDT-22-S06,Hadith,Hadith-22,22,6,assignment,Assignment,"Assignment
Memorize both Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Hadith",Hadith 22.pdf
HDT-23-S01,Hadith,Hadith-23,23,1,hadith_text,HADITH 23,"HADITH 23
‫﮵‬
‫ﺣﺪ ث‬",Hadith 23 (1).pdf
HDT-23-S02,Hadith,Hadith-23,23,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abdullah bin Haarith RA",Hadith 23 (1).pdf
HDT-23-S03,Hadith,Hadith-23,23,3,hadith_text,Hadith 23,"Hadith 23
ِ ِ
‫َﻣﺎ َ ن َ﮲ﺻﺤ ُﻚ َر ُﺳ ْﻮ ِل اﻟﻠّٰ ﻪ َﺻ ّﻠَ ﻰ‬
َ
‫﮳‬ ِ ِ ‫﮵‬
‫اﻟ ّٰﻠ ُﻪ َﻋ َﻠ ْﻪ َو َﺳ َّﻠ َﻢ ا َّﻻ ﮴َ َ ُّﺴ َﻤﺎ‬
“The laughter of the messenger SAW was nothing but a
smile.”",Hadith 23 (1).pdf
HDT-23-S04,Hadith,Hadith-23,23,4,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Saeed Al-Khudri RA",Hadith 23 (1).pdf
HDT-23-S05,Hadith,Hadith-23,23,5,hadith_text,Hadith 24,"Hadith 24
‫﮵‬ ‫﮵‬
ّ‫َﻣ ْﮟ َﻟ ْﻢ َ ﮶ْﺴ ُﻜ ِﺮ اﻟ َّ﮲ َﺎس َﻟ ْﻢ َ ﮶ْﺴ ُﻜ ِﺮ اﻟﻠٰ َه‬
‫﮲‬
“One who is not grateful to people, is not grateful to
Allah.”",Hadith 23 (1).pdf
HDT-23-S06,Hadith,Hadith-23,23,6,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Dhar Al-Ghifari",Hadith 23 (1).pdf
HDT-23-S07,Hadith,Hadith-23,23,7,hadith_text,Hadith 25,"Hadith 25
‫ﺴ‬ ‫ﺣ‬ ‫ﻖ‬ ‫ﻠ‬ ‫ﺤ‬
‫ُ﮲ ُ ٍ َ َ ٍن‬ ‫﮳‬ ِ ‫ﺎس‬
ََ ‫ّ﮲‬ ‫اﻟ‬ ‫ﻖ‬
ِ ِ
‫ﻟ‬ ‫ﺎ‬ ‫ﺣ‬
‫َ﮲‬
“Show lofty manners to all people.”",Hadith 23 (1).pdf
HDT-23-S08,Hadith,Hadith-23,23,8,assignment,Assignment,"Assignment
Memorize all three Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Hadith",Hadith 23 (1).pdf
HDT-24-S01,Hadith,Hadith-24,24,1,hadith_text,HADITH 24,"HADITH 24
‫﮵‬
‫ﺣﺪ ث‬",Hadith 24.pdf
HDT-24-S02,Hadith,Hadith-24,24,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Hurairah RA",Hadith 24.pdf
HDT-24-S03,Hadith,Hadith-24,24,3,hadith_text,Hadith 26,"Hadith 26
ٕ ِ ِ
ٰ‫َﻣﺎ ﮴َ َﻮ َ﮲اﺻ َﻊ َأ َﺣ ٌﺪ ﻟﻠّٰ ﻪ ِا َّﻻ َر َ﮲ َﻌ ُﻪ اﻟ ّﻠُه‬
“None have ever humbled themselves for the sake of Allah,
except that Allah has elevated them.”",Hadith 24.pdf
HDT-24-S04,Hadith,Hadith-24,24,4,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Hurairah RA",Hadith 24.pdf
HDT-24-S05,Hadith,Hadith-24,24,5,hadith_text,Hadith 27,"Hadith 27
‫اﻟﻈ َﮟ َأ ْﻛ َﺬ ُب‬ ٕ
َّ ‫اﻟﻈ َﮟ َ﮲ ِﺎ َّن‬ ‫﮵‬ ٕ
َّ ‫ِا ّﺎ ُﻛ ْﻢ َو‬
ّ‫﮲‬ ّ‫﮲‬
‫﮵‬ ِ
‫ا ْﻟ َﺤﺪ ْﺚ‬
“Beware of suspicion, for suspicion is the worst form of
false speech.”",Hadith 24.pdf
HDT-24-S06,Hadith,Hadith-24,24,6,assignment,Assignment,"Assignment
Memorize both Hadith
Write the Hadith in Arabic with the english
translation
Write a brief summary of the Ahadith",Hadith 24.pdf
HDT-26-S01,Hadith,Hadith-26,26,1,hadith_text,HADITH 26,"HADITH 26
‫﮵‬
‫ﺣﺪ ث‬",Hadith 26.pdf
HDT-26-S02,Hadith,Hadith-26,26,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abdullah bin Amr RA",Hadith 26.pdf
HDT-26-S03,Hadith,Hadith-26,26,3,hadith_text,Hadith 31,"Hadith 31
‫ِم‬
‫اَل ُيؤ َأ َح ُد ُك م َح َّتى َيُك و َه َو ُها‬
‫َن‬ ‫ُن‬
‫َ ﮳ﻌﺎ ِﻟﻤﺎ ِ﮳ﺣ ﺖ ِ﮳ِه‬
ُ ٔ َ ًَ‫﮴‬
“None of you will truly believe until his desires are in
accordance with what I have brought.”",Hadith 26.pdf
HDT-26-S04,Hadith,Hadith-26,26,4,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Saeed Al-Khudri RA",Hadith 26.pdf
